Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,DescLength,DescNumWords,DescPolite,DescNumAdj,DescNumVerb,DescCompound,AdoptedOrNot
2,MengMeng èè,4,266,0,2,4,7,0,2,2,1,1,2,1,1,250,41336,8f955b588a9e571d8e267cd73cdd8a45,0,"To apply for adoption, please kindly fill in the form thank you :) - Remember my friend – ADOPT, DON’T BUY! Keep in mind that a pet is a LIFETIME commitment. Adoption fee includes the expenses of BASIC medical care of the animal : deworming + neutering + full vaccinations. 想申请领养的朋友，欢迎填写领养申请表格 :) - 杜绝繁殖，领养，不购买! 谨记，宠物是一辈子的责任，领养不弃养。 领养费用包括 猫咪的结扎费用 + 去虫 + 打预防针，这些是猫咪应获得的医药福利。 - - - - - - - - - - - - - - - - - - - - Little MengMeng was rescued during a midnight where she was spotted by a kind soul at the middle of a busy road. She was only about two months old at that time and too afraid of the huge size vehicles, that causes her to crawl on road like a caterpillar.. MengMeng has been rescued and fostered by volunteers now. She's a very active kitten and most of the time consider too hyperactive :p She can get along well with other cat friends. Please give a home to this cute little pie ❤ 某个夜晚，才刚2个月大的小萌萌被发现在繁忙的路上正要过马路，还那么幼小的她因为非常害怕，趴在马路上，像毛毛虫一样战战兢兢的匍匐前进，幸亏被善心人看见，下车查看才惊觉是一只橘色小猫咪。 小萌萌获救，并被义工短暂寄养中。个性非常活泼好动，像个过动儿 (哈哈) 能和其他猫咪朋友融洽相处，请给萌萌哒的小萌萌一个家吧 ❤ 你愿意领养她吗? 领养，等于拯救一个生命，延续守护她的使命。 - - - - - - - - - - - - - - - - - - - - Interested to adopt? We wish adopter would agree to do so.. - Always keep cat indoor and need supervision if go for a walk or at outdoor - Must agree to neuter and bring her for yearly vaccination (Our volunteer will follow up & arrange the neutering surgery for her when she reaches 6 months old) - Provide balanced meals and fresh water all the time - Allow for home visit - Love and treat adopted pet like your own precious family members 想领养的朋友请确保能履行基本的主人责任: - 猫咪生命太脆弱，街头处处有风险，猫咪需要养在室内，在外散步或在户外主人需要陪着 - 必须同意结扎 和每年为她注射例行预防针 (义工会跟进，当猫猫六个月大时帮助安排结扎手术) - 提供营养均衡的饮食和干净食水 - 同意义工们上门探访 - 把她视为家人，好好的用爱对待她 Please give MengMeng a home.",4e2440e26,7.0,4,1751,301,4,25,39,0.9976,0
2,Pets + Strays: Blue Eyed Beauty Etc,6,266,0,2,3,4,7,3,1,1,1,2,1,1,0,41401,90569c3f7cb0af35cba5dac82c0ac9d7,0,"Blue Eyed Beauty was in healthy condition when feeders helped me to cage her. On 10 May , she gave birth. Herself + her / other blue-eyed kitty for ADOPTION. Blue Eyed Beauty has undergone : 1. Spot-on anti-flea treatment 2x 2. De-wormed 1st time on 15Jul'15 3. Vaccinated 1x 11Jul'15 4. Nail Clip on 19 Jul 15 5. Ear Clean on 19 Jul 15 6. Grooming on ~20 Jul 15 7. To be neutered xx Refer to Pets + Strays : other blue-eyed / other kittens. Adopter MUST commit to neutering her : * 1 week AFTER nursing or * 2 months + 1 week AFTER nursing i.e. 1 week AFTER 2nd vaccination. RM 30 is MINIMUM adoption fee to qualify for a FREE gift. Contribute FULLY to her medical costs of RM 80 + nail clip RM 12 + ear clean RM 12+groom RM 8 for GIFT UPGRADE. Even better if can contribute to her boarding costs of RM 56 for FREE Starter Kit. Adopt together with her baby cat for SUPER / BONUS FREE gift(s). ALTERNATELY, sign up contract with Pets + Strays to buy supplies from them. Comes with FREE gifts, whilst stocks last. Like & regularly check Pets + Strays for : * Products & Services Review / Endorsement * Whatsapp your contact details incl. email address & FB Linkup * Suggestions / Ideas for strays' / deployment etc * LATEST updates",489d05a55,3.0,3,1230,237,0,18,19,0.9955,1
2,Klin,12,299,0,1,3,7,0,2,1,3,1,2,1,1,0,41401,6a1d3f96a4396ca62b68b677803be91e,0,"Found it stray at the corner of closing shop. Don't have enough to manage him.Quiet flabby. Have been feeding him with Blackwood. n interested, please call me at.",0c0508818,1.0,4,162,28,1,2,9,0.6124,0
2,Notty,5,266,0,1,1,2,7,2,1,3,3,3,1,1,0,41326,86f9dd3d596a0df3928b38be2e887407,0,very friendly cat which love people to pat him,95d2a0bdf,1.0,1,46,9,0,1,2,0.8268,1
2,SuperRing,2,266,0,1,3,7,0,2,1,1,1,2,1,1,0,41326,c7bff1d19a3e53bae9e174fdd025ebcd,0,"Found him a week back. Playful n gets along with others cats. Litter-Box-Trained. Would like someone who keeps it indoors and doesn't keep him caged up. He is too young so must neuter yourself later. I live in Andalas, Klang.. Can come and have a look to c if u like him. U can always return him to me if u find him unsuitable. sms me if interested.",0f6c2d090,11.0,3,349,68,0,7,15,0.8625,1
2,Baby,2,265,0,3,1,2,7,1,2,2,2,2,1,5,0,41326,2e09af4927ca29fdd2595afe285055b2,0,I'm unable to take care of this lovely kittens because of my working hour and commitment - Mix Gender - has been left by their owner - 5 kittens and a mother Looking for new home for this babies. Contact no. (Nadia) Gombak/ Batu Caves,f6725c11b,1.0,2,234,45,0,3,8,0.8126,1
2,Clyde,4,266,0,1,2,0,0,2,1,2,1,1,1,1,0,41326,09771cded8c18d94a16a6548377410a8,0,Clyde was born to a semi-feral cat that lives in my office canteen. The whole family has recently been spayed/neutered and are now up for adoption. Please contact me if interested.,cb8cce181,2.0,2,180,31,1,3,8,0.6124,1
2,Markisa. URGETLY NEEDS HOME,1,266,0,2,1,2,5,2,1,2,2,2,1,1,0,41326,73b2197ce25df29640b7c1603950fdb3,0,"A sweet, loving and nice girl now looking for her family! Her mother left her when she was about 2 weeks old. Now she already can eat and drink on her own and I'd gladly keep her, but I already have 2 cats. Anyone who needs a friend for life please contact me to take this sweet girl and become her family. Currently shes at Sek.9, Putra Heights, Subang Jaya Sms, call, Whats Ill send the pic to those who r interested. Cant upload, phone problem:(",040771e8e,0.0,4,448,86,1,5,15,0.9548,0
2,Iko N Oki,4,266,266,3,1,7,0,1,1,2,2,2,1,3,0,41326,3b076d506876c7967e69ae08e41401ab,0,Anak kucing terbiar untuk dipelihara. Ada 3 ekor. Pandai berak di pasir dan sangat comel,ae30d5690,2.0,4,88,15,0,2,1,0.0,0
2,GARFIELD - The Sporo Cat,24,266,0,1,4,0,0,2,1,2,2,2,2,1,0,41401,0cec15373bdcde27459ea1689d1c7cce,0,"Garfield was suffered from sporotrichosis (sporo) and he was found at my housing area three months ago. He has been boarding at vet for treatment as this sickness takes long time to recover. His nose and forehead were badly injured, fortunately this tough and lovely boy made it today and almost fully recover! Deworming, vaccination or neuter is not done at the moment as he is still under treatment. Once he is recover, all these will be done before adoption. I'm looking for an adopter who is experienced in dealing with sporo cat as it needs special care for first six months. I really hope to find him a forever home after such a tough fight. For SERIOUS and COMMIT adopters only ! Please help to share this out too, thank you!",d61dd6a6b,2.0,4,732,132,2,10,27,0.895,0
2,Female Persian Jane Doe,2,285,0,2,6,0,0,2,3,1,1,2,1,1,480,41330,bc46113ad489e11a194b658b62c13bce,0,"actually i am thinking to buy the white persian in the picture...jus wanna share if somebody also wants to grey colour, so i can help u out..sometimes i travel to damansara (weekend), so if interested can also be collected at klang valley area.",9e5ba0e42,2.0,2,244,43,0,5,11,0.8104,1
2,Billy,10,266,0,1,1,7,0,2,1,2,2,1,1,1,0,41326,ece037b721daa0145a624183d3217156,0,-Neutered -Litter trained -Great roach catcher -Will respond when you call his name (Billy) -Very healthy and FAT (not obese),a080c1037,7.0,2,125,20,0,2,2,0.796,1
2,Milky,4,266,0,2,7,0,0,1,1,2,1,2,2,1,0,41401,817cbe88f966a32e98e461d315cf8757,0,"Thank you for all the cat lovers. Milky is now under reserved. :) ---- When first found her, she's a tiny cat with serious fungus and eye infection. After 1 month of treatment, she's recovering and in healthy again. So, we'd like to find a good home for this sweet little girl. How special she is? Well, like all kittens, she is playful, naughty and need attention. But, something other than that, she's a super talkative cat! She greets you when you're home; meowing goodnight when she's sleepy. Don't try to poke her while she's sleeping. She'll non-stop grumbling at you!! With these amazing characters, we believe she'll find a permanent home. Therefore, if you think she can be your companion, please contact us for adoption. **For serious adopter only!",15cc01168,4.0,1,758,130,2,17,26,0.9907,1
2,Ninja,10,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41336,95ed2789e030f8383386408dee9409cf,0,"Ninja is energetic and playful and loves to eat. He is also curious and loves to hunt for small preys. He likes being stroked and being whispered soft sweet words. He uses his litter box, never missed it and cleans himself diligently. He doesn't cuddle much though and dislike being touched at belly. Very independent and sensible kitten and well-mannered. He is afraid of children. He is SUPER cute when he plays and loves to eat grass. Unfortunately I am ill and can't take care of him. Please fetch him from me if you want to adopt him since I cannot drive far. Or meet somewhere in between. Preferably within Johor.",6ae92889d,7.0,4,619,111,1,11,31,0.9824,0
2,Lily & Billy,1,266,0,3,2,5,6,1,1,2,1,2,1,2,0,41401,2c711fc92ce10361f5b624d5a9c1e139,0,"Lily & Billy are two absolutely beautiful kittens, one male and one female. They are about 6 weeks old. They are both very healthy, very clean and very playful. They are both litter trained. Lily & Billy are used to other cats and are dog-friendly. It would be great if they could be adopted together as they are dependent on each other for company and play beautifully together. Two kittens are twice the fun! Please call if you can offer these two lovely kittens a 'forever' home.",2ad3a6503,1.0,1,482,87,1,9,17,0.9867,1
2,Lilo,2,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41401,58480ae51a11f93b653012776b4b8a3c,0,Very active and playful. Ready for adoption. For animal lover and serious adopter only. Eat blackwood. Location Pandan Indah Kuala Lumpur  sms,cd067a495,1.0,3,142,23,0,5,0,0.9033,1
2,Jingle,9,292,266,1,5,0,0,2,1,1,1,1,1,2,0,41326,a0c4b7d2fb21f996ff8e8b8512b70bc6,0,"Jingle is a lap cat. Loves to be cuddled and at this age, he is very playful. He lives with his sibling, Snow (who is also up for adoption). He has been litter-trained. He will be neutered before I give him up for adoption.",748ca0bd4,4.0,1,223,44,0,3,12,0.7841,1
2,Koppi,5,266,0,1,1,0,0,2,1,2,1,2,1,1,0,41326,c565bb65505d34552eceb7f58a076a67,1,"Koppi is a playful, friendly and healthy kitten. He was found abandoned in a housing area. Koppi is cat litter trained and spent most of his time indoor. Never been out door. Looking for owner with passion and love for cats and even better with cat experience.",493215800,12.0,1,260,47,0,6,10,0.9423,1
2,Buttercup,2,265,265,1,4,0,0,1,2,2,1,2,1,1,0,41326,fef2304ffc9933b352c0f484d3e531eb,0,"Anak kucing oren jantan. Ibunya mainecoon, bapanya kucing domestic. Kawasan Selayang, Rawang, Bkt Sentosa, Bkt Beruntung, Rasa & Batang Kali Nota: dah ada orang nak ambil",65dd20146,5.0,0,170,26,0,3,3,0.0,1
2,Grey Baby Girl,2,266,265,2,5,6,0,2,1,2,2,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"A cute domestic short hair kitten looking for new home. She is Grey Baby Girl, about 2.5 months old now. She has thick & soft fur in grey & cream colour. She has beautiful dark grey eyes & a cute, fluffy tail. She is feeding on kibbles already, but sometimes we gave her wet food (canned fish) as treat. She is healthy, very active & playful. She loves to chase tiny insects in the house. She is under toilet (potty) training now & is ready to go at anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",001b1507c,6.0,1,668,125,1,20,24,0.991,1
2,Snowy,10,266,292,2,6,7,0,2,1,1,1,1,1,1,200,41326,d58457523e29e56615d405d36735ac20,0,"For adoption or further enquiries, please kindly contact : • Through petfinder.my • Through our Facebook page: ( ) • Through email: lohicr. ---------------------------------------------------------- Information of the feline Name : Snowy Gender: Female Breed : Domestic Long Hair + Siamese Date of Birth: 14th February Adoption fee: RM (NEGOTIABLE) Spayed/Neutered: Yes Dewormed : 1) 4th September 2) 27th November Vaccination : 1) 4th September 2) 27th November Fed on (before rescued) : • Royal Canin follow by Blackwood Adult Fed on (after rescued) : • Iams Kittens Food (previously) • Blackwood Kitten & Feline Caviar (currently) • Monge Can Food (once a week / festive day) • Vitamin (daily; 1st 30 days) (follow by once a week) • Vetri DMG (daily; 1st 30 days) (follow by once a week) • Evening Primrose Oil (daily; 1st 30 days) (follow by once a week) _________________________________________ Feline’s history ____________________________________________ Condition for adoption • Adopters need to fill in a questionnaire from us. • Feline MUST be kept indoors ONLY. • To be fed strictly on PREMIUM/SUPER PREMIUM FOOD only (Blackwood or IAMS, etc.) Strictly NO low-cost food (Whiskas, Friskies, Tesco brands or etc.) as this category of food will cause their health to deteriorate in the long term causing them nothing but pain. • Up-to-date vaccination to be done monthly/ annually to protect the feline against diseases. • To be treated by a vet whenever unwell /injured. • To apply “SPOT-ON” medication monthly to protect against ticks/fleas/ear mites/stomach worms/heartworms. • Updates (pictures/video) on the feline from time to time either via email / whatsapp / house visit. *Adopters is also required to provide us your valid contact number, alternate contact number and also house address, etc. • If at ANY point of time you do not wish to continue to care for the feline, please return them to us and NOT abandon them on the streets. Or, if you have found a new home for the feline, please let us know the details of the new home that you have found before you give the feline over. _______________________________________________ Adopters will be given • Vaccination card • Medical records of the feline from the day rescued ______________________________________________ Purpose of adoption fee • Includes part of the cost for: - spaying/neutering fee (RM /feline) - 2 vaccinations (RM 35/each) - medical bills when we first rescued the feline. • To allow us to continue our rescue efforts and to help cover the medical and food cost. _____________________________________________ Other remarks If you are interested in giving a home to these lovely felines, kindly contact the above. But before that please do consider the responsibilities of being an owner and decide only after serious consideration. There is no point in wanting these kitties out of impulse and then deciding to abandon or give them away later. Animals have feelings too and the right thing to do is to treat them as a part of the family and not just as a pet. Together we can make this world a better place for all living things and help save lives. Interested parties please contact us by Text/ Whatsapp/ Call / Facebook Private message / Email, and you will need to fill out an Adoption form for us. Any details about yourselves and *your experience with cats will be greatly appreciated. *Please don’t let this put you off as we did not have any prior experience with cats either. It is something that can be learnt gradually over time and it will evolve into a wonderful two way relationship. The important thing is to look at them as a part of our loved ones and not just another animal. Where there is love, relationship and trust will grow. Please help us to continue helping other abandoned and stray animals.",c7195edba,2.0,3,3809,630,7,41,101,0.9991,1
2,Little One,2,266,0,2,4,6,7,1,1,2,1,2,1,1,0,41401,13b3c0d8590208d6e60e7118bc3b98d1,0,"very playful and sociable. does not like to be alone. suitable for adoption to a home with multiple cats , especially if adopters will be out of the house a lot. she likes sitting with me and watching tv, running around with the big cats, and eating everyone's food except her own. cheeky little rascal that makes everyone smile. diet: acana kitten toilet-trained: yes, uses the litter box without fail. dewormed: twice. second round took place on 26/7/08. vaccination and neutering is compulsory for adoption. we must be responsible care-givers!",166040493,10.0,2,546,90,0,16,15,0.9402,1
2,Princess Aka Girl Girl,11,266,266,2,1,6,7,1,1,1,1,1,1,1,0,41401,90569c3f7cb0af35cba5dac82c0ac9d7,0,Cleared of 1. Leukemia 2. Aids 3. Bacterial infection Green-eyed Japanese Princess * Is Neutered * Can somersault,31dcdb872,1.0,3,113,18,0,1,3,0.1027,1
2,Spot,1,265,0,2,1,2,7,2,2,3,3,3,1,1,0,41401,e521cf6f6a4aa8c70a9ffe0c97ebc2f2,0,Spot is very active and playful. She likes to run around and play with her siblings. She is also very smart and will keep her new owner very happy with her playfulness.,c60193e34,4.0,2,168,32,0,5,6,0.9615,1
2,Si Comel Bubu,12,264,0,2,1,6,7,2,2,1,1,2,1,1,150,41326,0f084308a64638878acf30b8639c74b4,0,Really need cat lover to adopt. Only serious person. kalo boleh sy nak org yg tggl area bukit jalil or yg berdekatan laa..org tu xbyk kucing sbb my bubu dia susah nak ngam ngan kucing dewasa tambah2 kalo kucing jantan..kalo 6 bulan kebawah dia ok..sy harap sy dpt jumpa dgn org yg betul di sini yg boleh jga dia sepenuh hati. sy sgt sygkan dia tp memandangkan kami selalu xde masa sbb travel n outstation so dia sering terabai.. FB : Shahzie Yantie Manzar H/P : (Azie),7ffefe87a,2.0,2,468,87,0,12,6,0.6666,1
2,Black Girl,2,265,0,2,1,6,0,2,2,2,2,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"Domestic medium hair kitten looking for new home. She is Black Girl, about 2.5 months old now. She has black, shining, silky soft fur with a straight, fluffy tail. She has beautiful, big, round, copper eyes. She is healthy, active, curious & playful. She eats kibbles by herself already & was toilet (potty) trained. She is temporary foster by Lisa at Rawang & could be let go at anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",dd065921b,6.0,2,598,105,1,19,24,0.969,1
2,Tommy,4,266,0,1,1,7,0,2,1,1,1,1,1,1,100,41326,1470df093c280f9c9c90ccc2f8d44f27,0,"Tommy is adventurous and playful. He will make a great companion to anyone who can offer him a new home! The adopter is encouraged to contribute towards the vaccination and neutering fee, to support the continued rescuing effort of other dogs and cats.",56845ff26,1.0,4,252,43,0,7,8,0.9312,0
2,Siam Boy,1,292,0,1,2,6,0,3,2,3,3,3,1,1,0,41327,95d916190a5dcb1efc91cd93e8de4c28,0,Hi All... Jumpa si comel ni kat lift menggigil kesejukan... Kesian dia menangis sebab lapar & sejuk kot.. Saya bawalah balik bg susu & bg makan... Sesiapa berminat bgtau yaa... Call saya,0e47fe631,8.0,3,186,32,0,4,2,0.0,1
2,Sassy,5,266,0,2,1,0,0,1,1,2,1,2,1,1,0,41326,995cf22984882044311ce85ead68b920,0,"yum yum is a manja cat.. she like being cuddled., i feed her friskies junior dry food and in the morning i give her smart heart wet food.. i'm looking for a pet lover who can continue taking care of her because i cant look after her anymore since i'm working all day outside.. who ever is interested here's my number",6a07fdc22,2.0,1,316,61,0,6,12,0.9349,1
2,Kaka,3,266,0,1,2,4,7,2,1,1,1,2,1,1,0,41327,86552e2f34c929a01f7841cbd8865b20,0,"[Recovering Right back leg broken kitten looking for a home] Male Kitten (estimate Born at Feb ) Toilet trained Dewormed (1st Apr, ) Vacinnated (6th Apr, ) Location: Pulau Pinang You may contact Jynee at",1683f03de,7.0,2,203,35,0,0,7,-0.4767,1
2,HUA KAI FU GUI,1,266,0,3,1,7,0,2,1,1,1,2,1,4,0,41326,9cf09abb0f942be59c4b134c4d245583,0,stray kitten found.,818d4a56e,4.0,1,19,3,0,0,1,0.0,1
2,TamTam,3,266,0,2,1,0,0,2,1,2,1,2,1,1,0,41326,8285065f6e8fb35cff30dd148a8d7598,0,"This beautiful girl is the 1st pet from her previous owner, unfrtunately the owner later discover that he is alergic to the fur. :( So I am tempotatily fostering her till she find a new home. She's very quiet, playful and loves to sleep with you.",c19fa21be,3.0,4,246,46,0,7,8,0.835,0
2,Miu Miu,22,285,0,2,2,3,7,2,3,1,1,1,1,1,0,41401,72b60b907f1c18e7a54ad58769e43ce1,0,"Litter-trained, always wants to be given love and healthy but she tends to scratch herself around the neck and gives herself wounds. Her body is fine, it is usually her neck that is affected. I have brought to several vets multiple times but as it is not an actual sickness, they cannot help. Her wounds are self-inflicted. Unfortunately, I am not an experienced cat owner and am not able to take care of her as well as I should be. So I am looking for a cat-lover and someone who is able and willing to take care of her. Please refer to the photos to see an example of her wound.",01a07b591,5.0,1,580,111,1,12,25,0.918,1
2,Kiki,2,266,0,1,6,0,0,2,1,2,2,2,1,1,0,41401,f811de159444c96f3eb9a5a60c4f4d80,0,"Kiki is a young, active and playful kitten who is looking for a caring and loving home. He is very affectionate and loves to cuddle. He is currently recovering from an eye infection but is otherwise very healthy. Please contact me if you are interested to adopt him. I would be willing to provide transport to his new home if necessary. I am also willing to sponsor neutering if finances are an issue.",ae2c2b372,1.0,2,401,73,1,10,18,0.9715,1
2,Xuan Xuan,7,243,0,2,1,7,0,2,1,2,2,2,1,1,0,41335,20a86e49047cabb6f744496d2a471646,0,"she's a homeless kitty, please kindly adopted her , take care of her and love her as your family member. If someone interesting please mail me",823fe0bbd,1.0,4,142,26,2,1,5,0.9509,0
2,2 White Toes Tiger,1,266,0,1,1,6,0,2,1,2,2,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"A cute domestic short hair tabby kitten looking for new home. He is about 1.5 months old now. He is the only boy from the ""Tiger"" family that we rescue from Ampang Jaya. He has short, grey fur with remarkable black stripes on his body. 2 of his front leg's toes is white, so we named him 2 White Toes Tiger. He has beautiful dark grey eyes and a cute fluffy short tail. He is still milk feeding by his mom & has started to eat wet food (canned fish) already. He is healthy, very active & playful. He likes to ""meow"" with his loud voice. He is under toilet training (potty) now & will be ready to go soon. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",813bfdc93,4.0,1,814,156,1,28,30,0.9892,1
2,Muezza,13,292,0,2,6,0,0,2,1,1,2,2,1,1,0,41326,c5707f09d03713ffdb01648c977bf27a,0,Owned her for 1 year now. Need to let go due to health condition.,f7754af59,0.0,4,65,14,0,1,4,0.0,0
2,Blackie,48,242,266,1,1,7,0,3,1,1,1,1,1,1,20,41326,c28d7a4697a2b731ec973c4c95ff8321,0,"This fat boy has been staying at the clinic for almost a year. Manja, heavy and good attitude. (NOTE: I am posting behalf of the doctor as he asked for my help. The cat is currently fostered at his clinic. He has taken these cats in out of his good heart, any donation even RM10 would be great to thank the doctor and his clinic for being an angel to foster/feed/vaccinate/take care of the cats without asking a single cent. If anyone is interested you can visit Valley Pets Vet Clinic in Sg.Long, Cheras or contact me for further info ^^)",cb07ad856,4.0,1,539,101,1,8,18,0.9638,1
2,Mama Siam,18,266,292,2,2,7,0,3,1,2,1,2,1,1,0,41401,6cba0d252dc111b987e0e0a0a6d2ac34,0,sgt manj...mata biru..,e7c607873,4.0,1,22,3,0,0,0,0.0,1
